O*NET-SOC Code,Skill,Importance,Title
25-2031.00,Complex Problem Solving,3.5,"Secondary School Teachers, Except Special and Career/Technical Education"
11-9199.02,Social Perceptiveness,3.5,Compliance Managers
41-9041.00,Service Orientation,3.5,Telemarketers
29-2081.00,Service Orientation,3.5,"Opticians, Dispensing"
53-5031.00,Complex Problem Solving,3.5,Ship Engineers
39-9011.01,Coordination,3.5,Nannies
15-1242.00,Judgment and Decision Making,3.5,Database Administrators
19-3099.01,Systems Analysis,3.5,Transportation Planners
11-2011.00,Complex Problem Solving,3.5,Advertising and Promotions Managers
33-9099.02,Speaking,3.5,Retail Loss Prevention Specialists
21-1011.00,Coordination,3.5,Substance Abuse and Behavioral Disorder Counselors
43-9111.00,Writing,3.5,Statistical Assistants
53-1041.00,Coordination,3.5,Aircraft Cargo Handling Supervisors
17-2051.01,Coordination,3.5,Transportation Engineers
15-1299.08,Monitoring,3.5,Computer Systems Engineers/Architects
33-9099.02,Active Listening,3.5,Retail Loss Prevention Specialists
29-1229.03,Systems Analysis,3.5,Urologists
53-7041.00,Time Management,3.5,Hoist and Winch Operators
25-2023.00,Active Learning,3.5,"Career/Technical Education Teachers, Middle School"
41-9031.00,Time Management,3.5,Sales Engineers
31-1121.00,Social Perceptiveness,3.5,Home Health Aides
41-9031.00,Systems Evaluation,3.5,Sales Engineers
11-3051.06,Coordination,3.5,Hydroelectric Production Managers
17-1021.00,Critical Thinking,3.5,Cartographers and Photogrammetrists
41-3031.00,Reading Comprehension,3.5,"Securities, Commodities, and Financial Services Sales Agents"
15-2041.00,Writing,3.5,Statisticians
19-4012.00,Reading Comprehension,3.5,Agricultural Technicians
41-3021.00,Time Management,3.5,Insurance Sales Agents
15-2041.00,Science,3.5,Statisticians
39-9011.01,Critical Thinking,3.5,Nannies
15-1211.00,Writing,3.5,Computer Systems Analysts
41-9011.00,Persuasion,3.5,Demonstrators and Product Promoters
17-1021.00,Writing,3.5,Cartographers and Photogrammetrists
29-1141.00,Active Learning,3.5,Registered Nurses
49-9091.00,Repairing,3.5,"Coin, Vending, and Amusement Machine Servicers and Repairers"
33-9099.02,Monitoring,3.5,Retail Loss Prevention Specialists
11-9013.00,Management of Personnel Resources,3.5,"Farmers, Ranchers, and Other Agricultural Managers"
19-3099.01,Time Management,3.5,Transportation Planners
31-1122.00,Active Listening,3.5,Personal Care Aides
15-1211.00,Active Learning,3.5,Computer Systems Analysts
17-2071.00,Monitoring,3.5,Electrical Engineers
19-4021.00,Active Learning,3.5,Biological Technicians
53-6051.07,Quality Control Analysis,3.5,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
15-1243.01,Active Listening,3.5,Data Warehousing Specialists
11-2011.00,Coordination,3.5,Advertising and Promotions Managers
29-1141.02,Persuasion,3.5,Advanced Practice Psychiatric Nurses
29-1131.00,Writing,3.5,Veterinarians
51-8011.00,Writing,3.5,Nuclear Power Reactor Operators
53-1042.01,Monitoring,3.5,Recycling Coordinators
53-1041.00,Learning Strategies,3.5,Aircraft Cargo Handling Supervisors
51-4021.00,Operations Monitoring,3.5,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
21-1011.00,Complex Problem Solving,3.5,Substance Abuse and Behavioral Disorder Counselors
53-4031.00,Time Management,3.5,Railroad Conductors and Yardmasters
17-1011.00,Systems Analysis,3.5,"Architects, Except Landscape and Naval"
25-1124.00,Judgment and Decision Making,3.5,"Foreign Language and Literature Teachers, Postsecondary"
29-1229.03,Time Management,3.5,Urologists
13-1031.00,Complex Problem Solving,3.5,"Claims Adjusters, Examiners, and Investigators"
11-2022.00,Time Management,3.5,Sales Managers
13-2041.00,Active Listening,3.5,Credit Analysts
45-1011.00,Time Management,3.5,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
51-7042.00,Operation and Control,3.5,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
49-9081.00,Critical Thinking,3.5,Wind Turbine Service Technicians
19-3022.00,Judgment and Decision Making,3.5,Survey Researchers
15-1243.00,Active Listening,3.5,Database Architects
29-1124.00,Critical Thinking,3.5,Radiation Therapists
53-7072.00,Operation and Control,3.5,"Pump Operators, Except Wellhead Pumpers"
41-1011.00,Coordination,3.5,First-Line Supervisors of Retail Sales Workers
17-2051.01,Systems Evaluation,3.5,Transportation Engineers
11-3051.03,Writing,3.5,Biofuels Production Managers
29-2053.00,Service Orientation,3.5,Psychiatric Technicians
47-2111.00,Repairing,3.5,Electricians
15-1241.00,Coordination,3.5,Computer Network Architects
41-1011.00,Social Perceptiveness,3.5,First-Line Supervisors of Retail Sales Workers
11-9033.00,Service Orientation,3.5,"Education Administrators, Postsecondary"
41-4011.00,Active Learning,3.5,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
19-3034.00,Persuasion,3.5,School Psychologists
19-3034.00,Learning Strategies,3.5,School Psychologists
51-3093.00,Operations Monitoring,3.5,Food Cooking Machine Operators and Tenders
25-1124.00,Complex Problem Solving,3.5,"Foreign Language and Literature Teachers, Postsecondary"
15-1243.00,Speaking,3.5,Database Architects
29-1125.00,Complex Problem Solving,3.5,Recreational Therapists
25-2031.00,Coordination,3.5,"Secondary School Teachers, Except Special and Career/Technical Education"
39-9011.01,Persuasion,3.5,Nannies
41-3031.00,Speaking,3.5,"Securities, Commodities, and Financial Services Sales Agents"
13-2099.01,Active Learning,3.5,Financial Quantitative Analysts
25-1122.00,Judgment and Decision Making,3.5,"Communications Teachers, Postsecondary"
49-9094.00,Repairing,3.5,Locksmiths and Safe Repairers
13-2061.00,Management of Personnel Resources,3.5,Financial Examiners
39-9011.00,Monitoring,3.5,Childcare Workers
27-1021.00,Speaking,3.5,Commercial and Industrial Designers
15-1231.00,Active Listening,3.5,Computer Network Support Specialists
19-5012.00,Writing,3.5,Occupational Health and Safety Technicians
53-1042.01,Reading Comprehension,3.5,Recycling Coordinators
41-9021.00,Persuasion,3.5,Real Estate Brokers
39-9031.00,Speaking,3.5,Exercise Trainers and Group Fitness Instructors
11-3051.00,Social Perceptiveness,3.5,Industrial Production Managers
29-1024.00,Monitoring,3.5,Prosthodontists
11-3061.00,Service Orientation,3.5,Purchasing Managers
41-1012.00,Active Learning,3.5,First-Line Supervisors of Non-Retail Sales Workers
41-9022.00,Service Orientation,3.5,Real Estate Sales Agents
17-1022.00,Time Management,3.5,Surveyors
29-1081.00,Science,3.5,Podiatrists
41-3031.00,Persuasion,3.5,"Securities, Commodities, and Financial Services Sales Agents"
29-1141.01,Writing,3.5,Acute Care Nurses
13-1023.00,Social Perceptiveness,3.5,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
17-2011.00,Systems Evaluation,3.5,Aerospace Engineers
37-2021.00,Time Management,3.5,Pest Control Workers
15-1242.00,Active Listening,3.5,Database Administrators
53-5021.00,Monitoring,3.5,"Captains, Mates, and Pilots of Water Vessels"
15-1221.00,Speaking,3.5,Computer and Information Research Scientists
49-9095.00,Coordination,3.5,Manufactured Building and Mobile Home Installers
15-1242.00,Reading Comprehension,3.5,Database Administrators
51-7011.00,Operations Monitoring,3.5,Cabinetmakers and Bench Carpenters
19-4012.01,Active Learning,3.5,Precision Agriculture Technicians
53-5021.00,Speaking,3.5,"Captains, Mates, and Pilots of Water Vessels"
21-1013.00,Instructing,3.5,Marriage and Family Therapists
49-9095.00,Judgment and Decision Making,3.5,Manufactured Building and Mobile Home Installers
29-1071.01,Active Learning,3.5,Anesthesiologist Assistants
29-9091.00,Writing,3.5,Athletic Trainers
49-9095.00,Monitoring,3.5,Manufactured Building and Mobile Home Installers
15-2021.00,Writing,3.5,Mathematicians
13-2061.00,Time Management,3.5,Financial Examiners
25-1081.00,Time Management,3.5,"Education Teachers, Postsecondary"
25-9044.00,Instructing,3.5,"Teaching Assistants, Postsecondary"
15-1243.01,Systems Analysis,3.5,Data Warehousing Specialists
15-2021.00,Judgment and Decision Making,3.5,Mathematicians
25-9044.00,Speaking,3.5,"Teaching Assistants, Postsecondary"
11-9031.00,Active Learning,3.5,"Education and Childcare Administrators, Preschool and Daycare"
21-1013.00,Coordination,3.5,Marriage and Family Therapists
47-2011.00,Critical Thinking,3.5,Boilermakers
53-5031.00,Speaking,3.5,Ship Engineers
51-3091.00,Monitoring,3.5,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
11-2021.00,Time Management,3.5,Marketing Managers
51-6093.00,Critical Thinking,3.5,Upholsterers
15-1221.00,Active Learning,3.5,Computer and Information Research Scientists
49-9092.00,Quality Control Analysis,3.5,Commercial Divers
29-2081.00,Critical Thinking,3.5,"Opticians, Dispensing"
29-1229.06,Persuasion,3.5,Sports Medicine Physicians
35-3031.00,Social Perceptiveness,3.5,Waiters and Waitresses
15-1242.00,Active Learning,3.5,Database Administrators
29-1024.00,Reading Comprehension,3.5,Prosthodontists
21-1014.00,Active Learning,3.5,Mental Health Counselors
53-1042.00,Complex Problem Solving,3.5,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
13-2071.00,Judgment and Decision Making,3.5,Credit Counselors
11-9199.10,Social Perceptiveness,3.5,Wind Energy Development Managers
11-9199.02,Judgment and Decision Making,3.5,Compliance Managers
21-1014.00,Persuasion,3.5,Mental Health Counselors
47-2152.00,Critical Thinking,3.5,"Plumbers, Pipefitters, and Steamfitters"
19-4013.00,Speaking,3.5,Food Science Technicians
19-4013.00,Writing,3.5,Food Science Technicians
11-2021.00,Systems Evaluation,3.5,Marketing Managers
19-4051.02,Speaking,3.5,Nuclear Monitoring Technicians
29-1229.03,Social Perceptiveness,3.5,Urologists
11-9199.11,Negotiation,3.5,Brownfield Redevelopment Specialists and Site Managers
11-9199.10,Monitoring,3.5,Wind Energy Development Managers
13-2053.00,Judgment and Decision Making,3.5,Insurance Underwriters
45-1011.00,Reading Comprehension,3.5,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
11-3061.00,Monitoring,3.5,Purchasing Managers
17-1022.00,Coordination,3.5,Surveyors
29-1229.05,Management of Personnel Resources,3.5,Preventive Medicine Physicians
41-3031.00,Active Learning,3.5,"Securities, Commodities, and Financial Services Sales Agents"
51-9193.00,Monitoring,3.5,Cooling and Freezing Equipment Operators and Tenders
53-5031.00,Active Listening,3.5,Ship Engineers
51-9193.00,Complex Problem Solving,3.5,Cooling and Freezing Equipment Operators and Tenders
13-2071.00,Complex Problem Solving,3.5,Credit Counselors
29-1229.03,Active Learning,3.5,Urologists
15-1299.09,Systems Evaluation,3.5,Information Technology Project Managers
29-1141.00,Complex Problem Solving,3.5,Registered Nurses
19-5011.00,Systems Analysis,3.5,Occupational Health and Safety Specialists
17-2071.00,Active Learning,3.5,Electrical Engineers
17-2051.02,Science,3.5,Water/Wastewater Engineers
15-1243.00,Complex Problem Solving,3.5,Database Architects
35-3023.01,Active Listening,3.5,Baristas
29-1217.00,Persuasion,3.5,Neurologists
53-7072.00,Monitoring,3.5,"Pump Operators, Except Wellhead Pumpers"
29-1218.00,Coordination,3.5,Obstetricians and Gynecologists
29-1122.01,Complex Problem Solving,3.5,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
15-2099.01,Judgment and Decision Making,3.5,Bioinformatics Technicians
27-1025.00,Coordination,3.5,Interior Designers
25-1066.00,Monitoring,3.5,"Psychology Teachers, Postsecondary"
25-2021.00,Time Management,3.5,"Elementary School Teachers, Except Special Education"
15-1255.01,Active Learning,3.5,Video Game Designers
27-1022.00,Writing,3.5,Fashion Designers
15-1251.00,Quality Control Analysis,3.5,Computer Programmers
29-2053.00,Coordination,3.5,Psychiatric Technicians
41-4011.07,Critical Thinking,3.5,Solar Sales Representatives and Assessors
27-1025.00,Persuasion,3.5,Interior Designers
15-2051.02,Mathematics,3.5,Clinical Data Managers
49-9063.00,Critical Thinking,3.5,Musical Instrument Repairers and Tuners
25-1126.00,Complex Problem Solving,3.5,"Philosophy and Religion Teachers, Postsecondary"
41-4012.00,Critical Thinking,3.5,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
51-4031.00,Operations Monitoring,3.5,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
41-4011.07,Reading Comprehension,3.5,Solar Sales Representatives and Assessors
53-5022.00,Speaking,3.5,Motorboat Operators
27-1022.00,Instructing,3.5,Fashion Designers
41-2031.00,Negotiation,3.5,Retail Salespersons
51-4023.00,Monitoring,3.5,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
41-2031.00,Social Perceptiveness,3.5,Retail Salespersons
25-1112.00,Complex Problem Solving,3.5,"Law Teachers, Postsecondary"
11-9199.01,Systems Evaluation,3.5,Regulatory Affairs Managers
27-1026.00,Active Listening,3.5,Merchandise Displayers and Window Trimmers
45-2011.00,Speaking,3.5,Agricultural Inspectors
17-1011.00,Mathematics,3.5,"Architects, Except Landscape and Naval"
29-1218.00,Time Management,3.5,Obstetricians and Gynecologists
29-1222.00,Monitoring,3.5,"Physicians, Pathologists"
29-1122.01,Critical Thinking,3.5,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
51-6091.00,Monitoring,3.5,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
29-1299.02,Writing,3.5,Orthoptists
11-3111.00,Social Perceptiveness,3.5,Compensation and Benefits Managers
11-3111.00,Monitoring,3.5,Compensation and Benefits Managers
25-2032.00,Judgment and Decision Making,3.5,"Career/Technical Education Teachers, Secondary School"
11-9199.08,Negotiation,3.5,Loss Prevention Managers
33-9092.00,Speaking,3.5,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
25-2032.00,Time Management,3.5,"Career/Technical Education Teachers, Secondary School"
41-2022.00,Social Perceptiveness,3.5,Parts Salespersons
51-4034.00,Operations Monitoring,3.5,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
15-2099.01,Writing,3.5,Bioinformatics Technicians
15-2099.01,Active Listening,3.5,Bioinformatics Technicians
29-2092.00,Instructing,3.5,Hearing Aid Specialists
11-9041.01,Active Listening,3.5,Biofuels/Biodiesel Technology and Product Development Managers
13-1032.00,Reading Comprehension,3.5,"Insurance Appraisers, Auto Damage"
11-1021.00,Management of Personnel Resources,3.5,General and Operations Managers
15-2051.02,Complex Problem Solving,3.5,Clinical Data Managers
13-1032.00,Active Listening,3.5,"Insurance Appraisers, Auto Damage"
27-2012.00,Judgment and Decision Making,3.5,Producers and Directors
11-9013.00,Coordination,3.5,"Farmers, Ranchers, and Other Agricultural Managers"
27-2012.00,Systems Analysis,3.5,Producers and Directors
51-8013.00,Speaking,3.5,Power Plant Operators
27-1025.00,Complex Problem Solving,3.5,Interior Designers
25-1192.00,Monitoring,3.5,"Family and Consumer Sciences Teachers, Postsecondary"
19-3094.00,Instructing,3.5,Political Scientists
51-6064.00,Operation and Control,3.5,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
41-4011.07,Persuasion,3.5,Solar Sales Representatives and Assessors
25-1113.00,Coordination,3.5,"Social Work Teachers, Postsecondary"
15-2099.01,Critical Thinking,3.5,Bioinformatics Technicians
39-1013.00,Social Perceptiveness,3.5,First-Line Supervisors of Gambling Services Workers
15-2099.01,Complex Problem Solving,3.5,Bioinformatics Technicians
47-1011.03,Speaking,3.5,Solar Energy Installation Managers
19-4099.03,Mathematics,3.5,Remote Sensing Technicians
15-1212.00,Writing,3.5,Information Security Analysts
19-3032.00,Persuasion,3.5,Industrial-Organizational Psychologists
19-4099.03,Speaking,3.5,Remote Sensing Technicians
19-3032.00,Coordination,3.5,Industrial-Organizational Psychologists
13-2023.00,Judgment and Decision Making,3.5,Appraisers and Assessors of Real Estate
15-1254.00,Active Listening,3.5,Web Developers
